N,delay,AvgRet,StdRet,seed
2,5,2.634385585784912,0.13131852447986606,3
2,5,2.63322377204895,0.14223532378673553,4
2,10,2.0562114715576167,0.12146877497434615,0
2,10,2.0695877075195312,0.12405860424041748,1
2,10,2.0684967041015625,0.1232929676771164,2
2,10,2.054494857788086,0.13143377006053925,3
2,10,2.0584611892700195,0.13127242028713226,4
2,15,1.7163910865783691,0.12646380066871646,0
2,15,1.7365005016326904,0.13241316378116608,1
2,15,1.724844217300415,0.12453223019838333,2
2,15,1.7371643781661987,0.1291598677635193,3
2,15,1.7285606861114502,0.12522855401039126,4
2,20,1.4881150722503662,0.1340193897485733,0
2,20,1.4911918640136719,0.12986624240875244,1
2,20,1.4760241508483893,0.133143812417984,2
2,20,1.488435983657837,0.13529172539711,3
2,20,1.495362401008606,0.12780866026878354,4
2,25,1.2956705093383791,0.13416357338428495,0
2,25,1.2952585220336914,0.13580331206321716,1
2,25,1.2875275611877441,0.1336219608783722,2
2,25,1.2965123653411863,0.13052967190742493,3
2,25,1.2977999448776243,0.12843288481235504,4
2,30,1.1483454704284668,0.1309272199869156,0
2,30,1.1479167938232422,0.12592002749443054,1
2,30,1.1622496843338013,0.1332637220621109,2
2,30,1.1635416746139526,0.12659309804439545,3
2,30,1.1459574699401855,0.13336829841136932,4
2,35,1.0382423400878906,0.12476465851068495,0
2,35,1.0280832052230835,0.13618312776088715,1
2,35,1.0471785068511963,0.1288970410823822,2
2,35,1.0413634777069092,0.12778177857398987,3
2,35,1.0398681163787842,0.13427218794822693,4
2,40,0.942858338356018,0.1275705099105835,0
2,40,0.9468123316764832,0.1440066546201706,1
2,40,0.9482824802398682,0.12714427709579468,2
2,40,0.9489405155181884,0.13047228753566742,3
2,40,0.9454798102378844,0.14455194771289825,4
2,45,0.8788902759552002,0.13634110987186432,0
2,45,0.8706780672073364,0.12816905975341794,1
2,45,0.8828114867210388,0.13214652240276334,2
2,45,0.8536512851715088,0.12621064484119415,3
2,45,0.8679922223091125,0.12810736894607544,4
2,50,0.8297268152236938,0.12526312470436096,0
2,50,0.7748131155967712,0.13439273834228516,1
2,50,0.8049428462982178,0.12736251950263974,2
2,50,0.7968405485153198,0.13123174011707306,3
2,50,0.8137958645820618,0.1322350949048996,4
4,5,1.9479241371154783,0.08332451432943344,0
4,5,1.9410557746887207,0.09486891329288484,1
4,5,1.9606149196624758,0.09188402444124223,2
4,5,1.925784707069397,0.08934212476015091,3
4,5,1.9508249759674072,0.0924002006649971,4
4,10,1.594516396522522,0.0933704525232315,0
4,10,1.59673273563385,0.09373830258846284,1
4,10,1.5933330059051514,0.09055805951356888,2
4,10,1.5780466794967651,0.08680733293294908,3
4,10,1.5871868133544922,0.08947359770536423,4
4,15,1.3792011737823486,0.09668247401714324,0
4,15,1.386457443237305,0.09372014552354813,1
4,15,1.3740549087524414,0.09254498779773712,2
4,15,1.3673832416534424,0.08404870331287384,3
4,15,1.3705437183380127,0.08783469349145889,4
4,20,1.2227234840393066,0.08641992509365083,0
4,20,1.223323106765747,0.09424805641174316,1
4,20,1.2279597520828247,0.09078945964574814,2
4,20,1.2350475788116455,0.0937219187617302,3
4,20,1.216247320175171,0.09277670830488204,4
4,25,1.095345973968506,0.09548259526491164,0
4,25,1.0978199243545532,0.092523492872715,1
4,25,1.106748342514038,0.09074176847934724,2
4,25,1.0991328954696655,0.08206392079591751,3
4,25,1.1104987859725952,0.09684179723262787,4
4,30,1.0155715942382812,0.09509200602769853,0
4,30,1.0300575494766235,0.08965975046157837,1
4,30,1.0104646682739258,0.08806164562702179,2
4,30,1.0116248130798342,0.09198974072933196,3
4,30,1.0054171085357666,0.09757234156131744,4
4,35,0.92584890127182,0.09132730215787888,0
4,35,0.9613145589828492,0.09387896209955217,1
4,35,0.9339895248413086,0.09628429263830184,2
4,35,0.9507896900177002,0.09590758383274076,3
4,35,0.9348329901695251,0.09636621922254562,4
4,40,0.889510989189148,0.09424608945846558,0
4,40,0.8827391862869263,0.0890878289937973,1
4,40,0.8455488681793213,0.0926038697361946,2
4,40,0.8666473031044006,0.0908355861902237,3
4,40,0.8715574741363525,0.09227724373340608,4
4,45,0.8553171157836914,0.09183373302221297,0
4,45,0.8528310656547546,0.09408732503652573,1
4,45,0.8256826400756836,0.09409172832965852,2
4,45,0.8300069570541382,0.09240642189979552,3
4,45,0.8303123712539673,0.08740243315696716,4
4,50,0.8196814060211182,0.09088795632123947,0
4,50,0.8045490980148315,0.0888344943523407,1
4,50,0.8467260003089905,0.09287554025650024,2
4,50,0.8217855095863342,0.08983735740184784,3
4,50,0.7669070959091187,0.0941939502954483,4
8,5,1.5025444030761719,0.05934719368815423,0
8,5,1.513136625289917,0.06575824320316315,1
8,5,1.5254724025726318,0.06354743987321854,2
8,5,1.5259400606155396,0.06227191537618638,3
8,5,1.51357102394104,0.06588944792747498,4
8,10,1.2878535985946655,0.0668385848402977,0
8,10,1.3006495237350464,0.06715036928653717,1
8,10,1.2956737279891968,0.06628432124853134,2
8,10,1.2927387952804563,0.06494693458080293,3
8,10,1.2832633256912231,0.06566513329744339,4
8,15,1.164056420326233,0.06120887026190758,0
8,15,1.1653215885162354,0.0576789490878582,1
8,15,1.163000464439392,0.06225767731666565,2
8,15,1.1614469289779663,0.06477223336696625,3
8,15,1.1690993309020996,0.06552163511514664,4
8,20,1.0624511241912842,0.0714397057890892,0
8,20,1.0649985074996948,0.05604268610477448,1
8,20,1.065128207206726,0.062375422567129135,2
8,20,1.0704909563064575,0.06766092777252197,3
8,20,1.066610336303711,0.05924270302057266,4
8,25,1.0011413097381592,0.06568083167076111,0
8,25,1.0107452869415283,0.059782195836305625,1
8,25,0.97951740026474,0.06882219761610031,2
8,25,1.0094273090362549,0.06592468172311783,3
8,25,1.0021177530288696,0.0599682480096817,4
8,30,0.9310179948806764,0.06627543270587921,0
8,30,0.9386432766914368,0.06433291733264923,1
8,30,0.9456537365913392,0.06521663814783096,2
8,30,0.8318995237350464,0.06329517066478729,3
8,30,0.9419671297073364,0.0718589499592781,4
8,35,0.8997997045516968,0.07169137895107269,0
8,35,0.8937397003173828,0.06340917944908142,1
8,35,0.8772243857383728,0.06124429032206535,2
8,35,0.8744475245475769,0.06682498008012773,3
8,35,0.8935251832008362,0.06308595836162567,4
8,40,0.8662751913070679,0.05514540895819664,0
8,40,0.872650682926178,0.05715746805071833,1
8,40,0.8396188616752625,0.06550030410289764,2
8,40,0.8599463701248169,0.06183157488703728,3
8,40,0.8190739154815674,0.06236106529831886,4
8,45,0.82533860206604,0.06399396806955338,0
8,45,0.8039064407348633,0.06936969608068466,1
8,45,0.7882618904113771,0.061981584876775735,2
8,45,0.8038979768753052,0.06303465366363525,3
8,45,0.7824031114578247,0.06558433920145035,4
8,50,0.7490620613098145,0.06670726090669632,0
8,50,0.8427523970603943,0.06176520138978956,1
8,50,0.8047395944595337,0.05694157257676125,2
8,50,0.8178617358207703,0.069153793156147,3
8,50,0.8219707012176514,0.0612969920039177,4
16,5,1.2473225593566897,0.03949498385190964,0
16,5,1.228025197982788,0.04148619994521141,1
16,5,1.2499514818191528,0.04708344489336014,2
16,5,1.2541358470916748,0.04472532495856285,3
16,5,1.2470998764038086,0.0441121868789196,4
16,10,1.0952236652374268,0.04381821304559708,0
16,10,1.1121596097946167,0.0422176904976368,1
16,10,1.1159770488739014,0.0498640276491642,2
16,10,1.1040935516357422,0.0402400940656662,3
16,10,1.1157491207122805,0.038065891712903976,4
16,15,1.0305683612823486,0.04616180807352066,0
16,15,1.0203804969787598,0.040681641548872,1
16,15,1.0287852287292478,0.045888815075159066,2
16,15,1.0337369441986084,0.04678267985582352,3
16,15,1.0305545330047607,0.052062563598155975,4
16,20,0.9714187383651732,0.042784739285707474,0
16,20,0.9766797423362732,0.049430277198553085,1
16,20,0.9772989153862,0.04391368478536607,2
16,20,0.9797933101654052,0.041751667857170105,3
16,20,0.9749774932861328,0.043087363243103034,4
16,25,0.9175119996070862,0.04283115640282631,0
16,25,0.9247081279754642,0.05032391101121903,1
16,25,0.9260455369949341,0.046592094004154205,2
16,25,0.939057469367981,0.04577423259615898,3
16,25,0.9365891814231871,0.045779190957546234,4
16,30,0.8919762969017029,0.0426286980509758,0
16,30,0.9077801704406738,0.046083498746156686,1
16,30,0.8960781097412109,0.05299082025885582,2
16,30,0.8861075639724731,0.04537514969706535,3
16,30,0.8848538994789124,0.04785250499844551,4
16,35,0.8656569719314575,0.046581581234931946,0
16,35,0.8604569435119629,0.046549949795007706,1
16,35,0.8569257855415344,0.04673459380865097,2
16,35,0.8694766759872437,0.039505667984485626,3
16,35,0.8551558256149292,0.039423037320375436,4
16,40,0.7937545776367188,0.04560474306344986,0
16,40,0.8600087761878967,0.044102635234594345,1
16,40,0.812632143497467,0.038929272443056114,2
16,40,0.8285952210426331,0.05262612923979759,3
16,40,0.8382306694984436,0.055494774132967,4
16,45,0.7933852672576904,0.048959214240312576,0
16,45,0.8276983499526978,0.042206596583127975,1
16,45,0.8318147063255309,0.043299347162246704,2
16,45,0.845165491104126,0.0421602725982666,3
16,45,0.7855120301246643,0.039200864732265465,4
16,50,0.7814620137214661,0.04259683936834335,0
16,50,0.8314290046691895,0.04797748103737831,1
16,50,0.8081227540969849,0.043901488184928894,2
16,50,0.7975418567657471,0.04654258489608765,3
16,50,0.8177315592765808,0.0491681732237339,4
32,5,1.0753951072692869,0.03665183112025261,0
32,5,1.0918384790420532,0.026017233729362488,1
32,5,1.0809364318847656,0.03520667925477028,2
32,5,1.072144865989685,0.03982928395271301,3
32,5,1.0737354755401611,0.02838041447103024,4
32,10,1.00086772441864,0.032803475856781006,0
32,10,0.9965477585792542,0.025147506967186928,1
32,10,0.9986438155174256,0.027909707278013236,2
32,10,0.9928034543991088,0.03658802434802056,3
32,10,0.9940017461776732,0.031593263149261475,4
32,15,0.9493595957756042,0.027389034628868103,0
32,15,0.9616473913192748,0.037274457514286034,1
32,15,0.9486244916915894,0.03816627338528633,2
32,15,0.9519450068473816,0.03459664806723595,3
32,15,0.95902681350708,0.032030750066041946,4
32,20,0.9212017059326172,0.03074477054178715,0
32,20,0.9175859093666076,0.02827465534210205,1
32,20,0.9013632535934448,0.029390137642621994,2
32,20,0.9221867322921752,0.03614506870508194,3
32,20,0.6617368459701538,0.034486427903175354,4
32,25,0.8792936205863953,0.03259776532649994,0
32,25,0.8922950625419617,0.03840311616659165,1
32,25,0.8978092670440674,0.031989701092243195,2
32,25,0.8898749351501465,0.032581593841314316,3
32,25,0.9025134444236756,0.03481477126479149,4
32,30,0.8667855262756348,0.032411418855190284,0
32,30,0.8602324128150941,0.03556735068559646,1
32,30,0.8653378486633301,0.0310421958565712,2
32,30,0.8678921461105347,0.02552586607635021,3
32,30,0.8602119684219359,0.031546302139759064,4
32,35,0.7974312305450441,0.028472274541854862,0
32,35,0.8014993667602539,0.029817571863532063,1
32,35,0.8349626660346985,0.030315082520246506,2
32,35,0.8378276824951172,0.026596162468194958,3
32,35,0.7874380946159363,0.027573183178901672,4
32,40,0.6955865025520325,0.028491169214248657,0
32,40,0.7719106674194336,0.032296404242515564,1
32,40,0.7984747290611267,0.02866226434707642,2
32,40,0.8504264950752258,0.032409898936748505,3
32,40,0.8235618472099304,0.031107878312468525,4
32,45,0.7677698135375977,0.04060431197285652,0
32,45,0.8266639709472656,0.030748810619115836,1
32,45,0.7246834039688109,0.028535088524222374,2
32,45,0.5793406963348389,0.04181709513068199,3
32,45,0.8364666700363159,0.03152424842119217,4
32,50,0.7884185910224915,0.030336597934365283,0
32,50,0.7669773101806641,0.02251477912068367,1
32,50,0.7815090417861938,0.02304767444729805,2
32,50,0.7593867182731628,0.025112304836511612,3
32,50,0.8333986401557922,0.029204577207565308,4
